src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,predicted_score,predicted_label
159.124.22.232,192.168.100.71,443,46732,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:37,191822.76725769043,1386.6967086480488,15.639436563699798,10.42629104246653,5.213145521233265,2,1,164,102,98.0,66.0,82.0,16.0,102.0,102.0,102.0,0.0,102,66,88.66666666666667,16.110727964792762,259.55555555555554,40,20,20,1,95911.38362884521,191288.23280334473,534.5344543457031,95376.84917449951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,88.66666666666667,13,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,102.0,0,2,1,164,102,BENIGN,0.96
159.124.22.232,192.168.100.71,443,38452,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:37,635097.5036621094,1064.4034909632585,6.298245508658334,3.149122754329167,3.149122754329167,2,2,205,471,139.0,66.0,102.5,36.5,405.0,66.0,235.5,169.5,405,66,169.0,139.47580435329994,19453.5,40,40,20,1,211699.16788736978,430048.94256591797,64.849853515625,175604.48554424234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,169.0,45,1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,235.5,0,2,2,205,471,BENIGN,0.94
192.168.100.71,192.168.100.1,54502,53,b4:69:21:61:a7:3d,c8:1f:be:4e:a4:a6,17,2023-12-01 11:02:37,19023.895263671875,8620.737116502907,105.1309404451574,52.5654702225787,52.5654702225787,1,1,74,90,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,1,1,74,90,BENIGN,0.98
192.168.100.71,192.168.100.1,5436,53,b4:69:21:61:a7:3d,c8:1f:be:4e:a4:a6,17,2023-12-01 11:02:37,18896.102905273438,9155.326940547087,105.84192994852124,52.92096497426062,52.92096497426062,1,1,74,99,74.0,74.0,74.0,0.0,99.0,99.0,99.0,0.0,99,74,86.5,12.5,156.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,86.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,99.0,0,1,1,74,99,BENIGN,0.98
192.168.100.71,172.217.170.164,47349,443,b4:69:21:61:a7:3d,c8:1f:be:4e:a4:a6,17,2023-12-01 11:02:37,154089.45083618164,52716.13310268638,84.3665801224822,38.93842159499179,45.42815852749042,6,7,2971,5152,1292.0,73.0,495.1666666666667,563.7799265276794,1292.0,66.0,736.0,535.6203346187884,1292,66,624.8461538461538,561.775871836371,315592.13017751474,48,56,8,6,12840.787569681803,80368.5188293457,0.0,23129.111003314036,154089.45083618164,119606.49490356445,176.6681671142578,30817.890167236328,45076.39265653064,114174.12757873535,94505.31005859375,0.0,19029.02126312256,34122.78529378177,0,0,0,0,1,0,0,0,0,0,0,1.1666666666666667,624.8461538461538,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3488.0,5.0,0.0,611610.8842809364,495.1666666666667,736.0,0,6,7,2971,5152,BENIGN,0.99
159.124.22.232,192.168.100.71,443,38480,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:37,189808.36868286133,1401.4134458130368,15.805414802402671,10.536943201601781,5.268471600800891,2,1,164,102,98.0,66.0,82.0,16.0,102.0,102.0,102.0,0.0,102,66,88.66666666666667,16.110727964792762,259.55555555555554,40,20,20,1,94904.18434143066,189290.04669189453,518.3219909667969,94385.86235046387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,88.66666666666667,14,2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,102.0,0,2,1,164,102,BENIGN,0.96
159.124.22.232,192.168.100.71,443,38466,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:38,210058.92753601074,1266.311330445116,14.281706734343414,9.52113782289561,4.760568911447805,2,1,164,102,98.0,66.0,82.0,16.0,102.0,102.0,102.0,0.0,102,66,88.66666666666667,16.110727964792762,259.55555555555554,40,20,20,1,105029.46376800537,209502.9354095459,555.9921264648438,104473.47164154053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,88.66666666666667,21,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,102.0,0,2,1,164,102,BENIGN,0.96
159.124.22.232,192.168.100.71,8801,49550,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,17,2023-12-01 11:02:37,766592.0257568359,949.6576738862694,7.826848960601122,3.913424480300561,3.913424480300561,3,3,320,408,111.0,103.0,106.66666666666667,3.2998316455372216,206.0,99.0,136.0,49.52440475832765,206,99,121.33333333333333,38.03799270320253,1446.888888888889,24,24,8,3,153318.4051513672,203793.52569580078,1229.0477752685547,76925.91452851649,766592.0257568359,561569.4522857666,205022.57347106934,383296.01287841797,178273.43940734863,574937.105178833,404391.0503387451,170546.0548400879,287468.5525894165,116922.49774932861,0,0,0,0,1,0,0,0,0,0,0,1.0,121.33333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.66666666666667,136.0,0,3,3,320,408,BENIGN,0.9
159.124.22.232,192.168.100.71,443,38490,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:38,196963.31024169922,1350.505328497901,15.231263103359787,10.154175402239858,5.077087701119929,2,1,164,102,98.0,66.0,82.0,16.0,102.0,102.0,102.0,0.0,102,66,88.66666666666667,16.110727964792762,259.55555555555554,40,20,20,1,98481.65512084961,196306.2286376953,657.0816040039062,97824.5735168457,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,88.66666666666667,13,3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,102.0,0,2,1,164,102,BENIGN,0.96
192.168.100.71,159.124.22.232,38498,443,b4:69:21:61:a7:3d,c8:1f:be:4e:a4:a6,6,2023-12-01 11:02:38,195286.98921203613,1659.096703304753,10.241337674720697,5.120668837360348,5.120668837360348,1,1,258,66,258.0,258.0,258.0,0.0,66.0,66.0,66.0,0.0,258,66,162.0,96.0,9216.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,162.0,501,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,66.0,0,1,1,258,66,BENIGN,0.98
